packet_id,category,expected_choice,seed,pid,trial,policy,baseline_correct,policy_correct,baseline_answer,policy_answer,router_score,threshold
pairwise_router_v120_budget0_all_0320_recovery_s60603_p96_t2,recovery,B,60603,96,2,target_intersection_top20,False,True,\$1.50,\$7.50,0.9963054342331865,0.4164719054085135
pairwise_router_v120_budget0_all_0321_recovery_s60603_p96_t3,recovery,B,60603,96,3,target_intersection_top10,False,True,\$1.50,\$7.50,0.9976770969331223,0.4164719054085135
pairwise_router_v120_budget0_all_0322_recovery_s60603_p96_t4,recovery,B,60603,96,4,target_intersection_top20,False,True,\$1.50,\$7.50,0.960220550548952,0.4164719054085135
pairwise_router_v120_budget0_all_0323_recovery_s60603_p96_t5,recovery,B,60603,96,5,target_intersection_top20,False,True,\$1.50,\$7.50,0.9974724979040632,0.4164719054085135
pairwise_router_v120_budget0_all_0324_recovery_s60603_p96_t6,recovery,B,60603,96,6,target_intersection_top20,False,True,\$1.50,\$7.50,0.9973480591495505,0.4164719054085135
pairwise_router_v120_budget0_all_0325_recovery_s60603_p96_t7,recovery,B,60603,96,7,target_intersection_top20,False,True,\$1.50,\$7.50,0.9909214888940926,0.4164719054085135
pairwise_router_v120_budget0_all_0326_recovery_s60603_p99_t2,recovery,B,60603,99,2,union_rank_top3,False,True,1.25x,\$3.25,0.4325899706077074,0.4164719054085135
pairwise_router_v120_budget0_all_0327_recovery_s60603_p99_t4,recovery,B,60603,99,4,target_intersection_top20,False,True,1.25x,\$3.25,0.6004643917285971,0.4164719054085135
pairwise_router_v120_budget0_all_0328_recovery_s60603_p99_t7,recovery,B,60603,99,7,union_rank_top3,False,True,1.25x,\$3.25,0.6786289678869354,0.4164719054085135
pairwise_router_v120_budget0_all_0329_recovery_s60603_p101_t0,recovery,B,60603,101,0,union_rank_top3,False,True,12,16,0.9166715484389751,0.4164719054085135
pairwise_router_v120_budget0_all_0330_recovery_s60603_p101_t1,recovery,B,60603,101,1,union_rank_top3,False,True,14,16,0.7863458993143645,0.4164719054085135
pairwise_router_v120_budget0_all_0331_recovery_s60603_p101_t2,recovery,B,60603,101,2,union_rank_top3,False,True,12,16,0.9671530628813306,0.4164719054085135
pairwise_router_v120_budget0_all_0332_recovery_s60603_p101_t3,recovery,B,60603,101,3,union_rank_top3,False,True,20,16,0.8073292789664784,0.4164719054085135
pairwise_router_v120_budget0_all_0333_recovery_s60603_p101_t4,recovery,B,60603,101,4,union_rank_top3,False,True,12,16,0.981674762615037,0.4164719054085135
pairwise_router_v120_budget0_all_0334_recovery_s60603_p101_t5,recovery,B,60603,101,5,union_rank_top3,False,True,8,16,0.9149900376630495,0.4164719054085135
pairwise_router_v120_budget0_all_0335_recovery_s60603_p101_t6,recovery,B,60603,101,6,union_rank_top3,False,True,4,16,0.9741411189137907,0.4164719054085135
pairwise_router_v120_budget0_all_0336_recovery_s60603_p102_t0,recovery,B,60603,102,0,union_rank_top3,False,True,33,330,0.9895750874944711,0.4164719054085135
pairwise_router_v120_budget0_all_0337_recovery_s60603_p102_t1,recovery,B,60603,102,1,union_rank_top3,False,True,33,330,0.9944020018056728,0.4164719054085135
pairwise_router_v120_budget0_all_0338_recovery_s60603_p102_t2,recovery,B,60603,102,2,union_rank_top3,False,True,33,330,0.9894821374066102,0.4164719054085135
pairwise_router_v120_budget0_all_0339_recovery_s60603_p102_t3,recovery,B,60603,102,3,union_rank_top3,False,True,33,330,0.9979227552041983,0.4164719054085135
pairwise_router_v120_budget0_all_0340_recovery_s60603_p102_t5,recovery,B,60603,102,5,union_rank_top3,False,True,33,330,0.9931785813410119,0.4164719054085135
pairwise_router_v120_budget0_all_0341_recovery_s60603_p102_t6,recovery,B,60603,102,6,union_rank_top3,False,True,33,330,0.9882606229219418,0.4164719054085135
pairwise_router_v120_budget0_all_0342_recovery_s60603_p102_t7,recovery,B,60603,102,7,union_rank_top3,False,True,33,330,0.9976563778926693,0.4164719054085135
pairwise_router_v120_budget0_all_0343_recovery_s60603_p104_t0,recovery,B,60603,104,0,union_rank_top3,False,True,0,192,0.9610694062076384,0.4164719054085135
pairwise_router_v120_budget0_all_0344_recovery_s60603_p104_t2,recovery,B,60603,104,2,union_rank_top3,False,True,0,192,0.9503625920408901,0.4164719054085135
pairwise_router_v120_budget0_all_0345_recovery_s60603_p104_t3,recovery,B,60603,104,3,union_rank_top3,False,True,0,192,0.9740366440254106,0.4164719054085135
pairwise_router_v120_budget0_all_0346_recovery_s60603_p107_t0,recovery,B,60603,107,0,union_rank_top3,False,True,5040,4\sqrt{315},0.9154027442817525,0.4164719054085135
pairwise_router_v120_budget0_all_0347_recovery_s60603_p107_t3,recovery,B,60603,107,3,union_rank_top3,False,True,5040,4\sqrt{315},0.9707778223913855,0.4164719054085135
pairwise_router_v120_budget0_all_0348_recovery_s60603_p107_t5,recovery,B,60603,107,5,union_rank_top3,False,True,5040,4\sqrt{315},0.8112349054681927,0.4164719054085135
pairwise_router_v120_budget0_all_0349_recovery_s60603_p110_t4,recovery,B,60603,110,4,union_rank_top3,False,True,0,6,0.6143958635371977,0.4164719054085135
pairwise_router_v120_budget0_all_0350_recovery_s60603_p111_t0,recovery,B,60603,111,0,union_rank_top3,False,True,0,32-8\pi,0.911036977731052,0.4164719054085135
pairwise_router_v120_budget0_all_0351_recovery_s60603_p111_t1,recovery,B,60603,111,1,union_rank_top3,False,True,0,32-8\pi,0.9615789442869511,0.4164719054085135
pairwise_router_v120_budget0_all_0352_recovery_s60603_p111_t2,recovery,B,60603,111,2,target_intersection_top20,False,True,0,32-8\pi,0.9868617208575333,0.4164719054085135
pairwise_router_v120_budget0_all_0353_recovery_s60603_p111_t3,recovery,B,60603,111,3,union_rank_top3,False,True,0,32-8\pi,0.980980579941719,0.4164719054085135
pairwise_router_v120_budget0_all_0354_recovery_s60603_p111_t4,recovery,B,60603,111,4,union_rank_top3,False,True,0,32-8\pi,0.9384711053423667,0.4164719054085135
pairwise_router_v120_budget0_all_0355_recovery_s60603_p111_t5,recovery,B,60603,111,5,union_rank_top3,False,True,0,32-8\pi,0.9508661523394432,0.4164719054085135
pairwise_router_v120_budget0_all_0356_recovery_s60603_p111_t6,recovery,B,60603,111,6,target_intersection_top10,False,True,0,32-8\pi,0.9688145519578516,0.4164719054085135
pairwise_router_v120_budget0_all_0357_recovery_s60603_p111_t7,recovery,B,60603,111,7,union_rank_top3,False,True,0,32-8\pi,0.9520585550876494,0.4164719054085135
pairwise_router_v120_budget0_all_0358_regression_s60601_p88_t0,regression,A,60601,88,0,union_rank_top3,True,False,1,5,0.920720581058946,0.6522112366081658
pairwise_router_v120_budget0_all_0359_regression_s60602_p18_t4,regression,A,60602,18,4,union_rank_top3,True,False,1/256,-1/16,0.7989659829028017,0.7695955566317789
pairwise_router_v120_budget0_all_0360_regression_s60603_p14_t2,regression,A,60603,14,2,union_rank_top3,True,False,324,289,0.824892391474101,0.4164719054085135
pairwise_router_v120_budget0_all_0361_regression_s60603_p14_t4,regression,A,60603,14,4,union_rank_top3,True,False,324,289,0.5908111873402608,0.4164719054085135
pairwise_router_v120_budget0_all_0362_regression_s60603_p14_t5,regression,A,60603,14,5,union_rank_top3,True,False,324,289,0.8366489650943028,0.4164719054085135
pairwise_router_v120_budget0_all_0363_regression_s60603_p18_t1,regression,A,60603,18,1,union_rank_top3,True,False,1/256,-1/16,0.9797461638237949,0.4164719054085135
pairwise_router_v120_budget0_all_0364_regression_s60603_p18_t2,regression,A,60603,18,2,union_rank_top3,True,False,1/256,-1/16,0.9802500773369479,0.4164719054085135
pairwise_router_v120_budget0_all_0365_regression_s60603_p18_t3,regression,A,60603,18,3,union_rank_top3,True,False,1/256,-1/16,0.9593915702671335,0.4164719054085135
pairwise_router_v120_budget0_all_0366_regression_s60603_p18_t5,regression,A,60603,18,5,union_rank_top3,True,False,1/256,-1/16,0.9772760507459562,0.4164719054085135
pairwise_router_v120_budget0_all_0367_regression_s60603_p18_t6,regression,A,60603,18,6,union_rank_top3,True,False,1/256,-1/16,0.9927503578742002,0.4164719054085135
pairwise_router_v120_budget0_all_0368_regression_s60603_p63_t6,regression,A,60603,63,6,union_rank_top3,True,False,1,2,0.7357574639855228,0.4164719054085135
pairwise_router_v120_budget0_all_0369_regression_s60603_p88_t4,regression,A,60603,88,4,union_rank_top3,True,False,1,5,0.9199144358715624,0.4164719054085135
pairwise_router_v120_budget0_all_0370_regression_s60603_p107_t4,regression,A,60603,107,4,target_intersection_top10,True,False,5040,21,0.783467965296275,0.4164719054085135
pairwise_router_v120_budget0_all_0371_regression_s60603_p112_t0,regression,A,60603,112,0,union_rank_top3,True,False,25,4,0.7446520159410153,0.4164719054085135
pairwise_router_v120_budget0_all_0372_regression_s60603_p112_t1,regression,A,60603,112,1,union_rank_top3,True,False,25,16,0.7831213369186139,0.4164719054085135
pairwise_router_v120_budget0_all_0373_regression_s60603_p112_t2,regression,A,60603,112,2,union_rank_top3,True,False,25,1,0.6823940325164349,0.4164719054085135
pairwise_router_v120_budget0_all_0374_regression_s60603_p112_t3,regression,A,60603,112,3,union_rank_top3,True,False,25,4,0.8294992106226997,0.4164719054085135
pairwise_router_v120_budget0_all_0375_regression_s60603_p112_t4,regression,A,60603,112,4,union_rank_top3,True,False,25,16,0.8254346201535978,0.4164719054085135
pairwise_router_v120_budget0_all_0376_regression_s60603_p112_t5,regression,A,60603,112,5,union_rank_top3,True,False,25,4,0.7569961233765228,0.4164719054085135
pairwise_router_v120_budget0_all_0377_regression_s60603_p112_t6,regression,A,60603,112,6,union_rank_top3,True,False,25,4,0.9270847468644586,0.4164719054085135
